session_id,timestamp,source_ip,destination_service,connection_count,packets_per_second,failed_login_count,successful_login_count,login_frequency,port_scan_count,command_frequency,database_query_count,sensitive_file_access,privilege_escalation_attempt,lateral_movement_score,data_access_volume,session_duration,attacker_sophistication,attack_stage,asset_criticality,detection_confidence,attack_label
SESS-A4EF0961,2026-09-05T17:49:42.380750Z,10.0.4.35,SSH:22,188,223.81,0,1,0.2,0,22.24,93,67,0,0.68,1664.22,1609.7,0.83,S7,0.73,0.88,EXFILTRATION
SESS-C53770A5,2026-09-06T13:43:42.381095Z,10.0.1.61,HTTPS:443,182,265.69,0,1,0.2,0,9.59,77,55,0,0.517,1550.32,2568.9,0.64,S7,0.79,0.89,EXFILTRATION
SESS-C7CFBDE2,2026-09-06T07:39:41.774961Z,192.168.1.186,API:8080,12,13.38,0,1,0.0,0,2.31,5,0,0,0.053,11.14,416.6,0.16,S0,0.3,0.1,NORMAL
SESS-7831B07C,2026-09-06T10:48:41.819938Z,192.168.1.15,DNS:53,12,18.91,0,1,0.0,0,0.37,8,0,0,0.184,2.69,109.8,0.61,S0,0.16,0.06,NORMAL
SESS-3D66EF35,2026-09-05T22:56:42.340894Z,10.0.9.195,SMB:445,97,100.54,1,1,0.5,0,12.72,261,43,0,0.811,221.38,921.1,0.76,S6,0.99,0.84,DATA_ACCESS
SESS-62957D8A,2026-09-06T09:22:41.860646Z,192.168.1.139,DNS:53,11,43.64,0,1,0.0,0,2.17,6,0,0,0.005,3.28,462.1,0.5,S0,0.38,0.09,NORMAL
SESS-4D172AF0,2026-09-06T00:47:41.920585Z,82.17.75.250,RDP:3389,119,118.9,0,0,0.0,144,2.14,0,0,0,0.088,7.44,275.6,0.59,S1,0.12,0.84,RECONNAISSANCE
SESS-8A86C36A,2026-09-06T02:04:42.210186Z,10.0.1.29,RDP:3389,55,5.76,1,1,2.49,0,23.13,0,20,3,0.277,25.91,459.1,0.49,S4,0.76,0.9,PRIVILEGE_ESCALATION
SESS-A66CEDB4,2026-09-05T17:23:41.890006Z,192.168.1.25,HTTPS:443,14,23.52,0,1,0.0,0,0.78,3,0,0,0.053,0.47,778.2,0.2,S0,0.26,0.09,NORMAL
SESS-32725308,2026-09-06T05:01:42.187885Z,10.0.2.36,RDP:3389,49,17.62,1,1,2.77,0,23.1,0,12,5,0.401,25.21,164.0,0.82,S4,0.82,0.9,PRIVILEGE_ESCALATION
SESS-87B2AAC8,2026-09-06T05:19:42.237607Z,10.0.3.33,SSH:22,50,10.44,2,1,3.13,0,31.37,3,18,6,0.493,20.03,101.9,0.79,S4,0.62,0.94,PRIVILEGE_ESCALATION
SESS-F601A4E7,2026-09-05T19:54:41.891546Z,192.168.1.49,API:8080,12,29.37,0,2,0.0,0,2.95,1,0,0,0.005,12.5,763.2,0.39,S0,0.38,0.13,NORMAL
SESS-F04B34AD,2026-09-06T05:57:42.033010Z,80.215.234.111,HTTPS:443,72,36.56,41,1,6.5,0,0.1,0,0,0,0.646,18.82,664.8,0.56,S3,0.57,0.78,CREDENTIAL_ATTACK
SESS-F40613CC,2026-09-06T11:53:41.885551Z,192.168.1.36,DNS:53,11,8.12,0,1,0.0,0,2.59,13,0,0,0.062,6.57,201.7,0.11,S0,0.18,0.04,NORMAL
SESS-0927640F,2026-09-05T17:47:41.843604Z,192.168.1.238,DNS:53,20,15.5,0,1,0.0,0,0.72,7,0,0,0.101,0.68,620.2,0.31,S0,0.16,0.09,NORMAL
SESS-C9888BA5,2026-09-06T08:13:41.679313Z,192.168.1.245,API:8080,12,1.74,1,1,0.18,0,2.96,8,0,0,0.11,10.22,68.1,0.48,S0,0.23,0.06,NORMAL
SESS-2E60514C,2026-09-05T21:24:42.167269Z,10.0.10.109,PostgreSQL:5432,77,39.17,0,1,0.0,0,8.04,242,12,1,0.08,46.13,312.3,0.76,S6,0.73,0.85,DB_PROBE
SESS-C70E06E5,2026-09-06T10:56:42.324564Z,10.0.6.104,PostgreSQL:5432,103,97.92,0,1,0.5,0,14.18,272,48,0,0.426,210.56,511.6,0.85,S6,0.79,0.84,DATA_ACCESS
SESS-0DF9D223,2026-09-06T06:02:42.331406Z,10.0.5.217,MySQL:3306,98,161.25,0,1,0.5,0,4.04,292,57,0,0.489,87.7,2217.6,0.74,S6,0.94,0.93,DATA_ACCESS
SESS-82C96DCB,2026-09-05T23:16:41.863862Z,192.168.1.216,HTTPS:443,9,10.96,0,1,0.0,0,0.18,4,0,0,0.247,0.84,744.1,0.51,S0,0.19,0.11,NORMAL
SESS-395C5ACE,2026-09-06T00:19:41.647927Z,192.168.1.18,HTTPS:443,14,8.79,0,2,0.0,0,1.16,4,0,0,0.264,0.03,134.3,0.41,S0,0.42,0.06,NORMAL
SESS-B6BA2E51,2026-09-06T06:55:41.948181Z,128.163.220.23,RDP:3389,146,90.23,108,0,24.04,1,0.19,0,0,0,0.446,10.26,319.2,0.2,S2,0.8,0.87,BRUTE_FORCE
SESS-88A730C2,2026-09-06T00:31:41.833159Z,192.168.1.244,API:8080,13,21.72,0,1,0.0,0,1.61,7,0,0,0.05,6.71,733.4,0.08,S0,0.37,0.1,NORMAL
SESS-F6F82B13,2026-09-05T21:57:42.303052Z,10.0.5.20,RDP:3389,158,81.13,4,1,7.06,48,13.48,0,9,1,0.797,55.37,296.6,0.9,S5,0.7,0.93,LATERAL_MOVEMENT
SESS-EA29AEA6,2026-09-05T15:01:42.349973Z,10.0.6.95,API:8080,114,56.88,1,1,0.5,0,12.42,296,47,0,0.449,303.79,2235.9,0.63,S6,0.85,0.93,DATA_ACCESS
SESS-1D84C424,2026-09-06T11:32:41.804043Z,192.168.1.113,DNS:53,18,19.89,0,1,0.0,0,0.33,2,0,0,0.395,16.84,147.5,0.31,S0,0.5,0.1,NORMAL
SESS-CCAA2E5D,2026-09-05T14:50:42.188089Z,10.0.5.44,RDP:3389,55,84.18,1,1,0.81,0,38.53,0,12,4,0.702,37.95,137.9,0.54,S4,0.72,0.85,PRIVILEGE_ESCALATION
SESS-6C90E60F,2026-09-05T18:28:42.151834Z,10.0.1.249,API:8080,87,141.54,1,1,0.5,0,9.48,214,7,0,0.194,25.81,500.5,0.77,S6,0.98,0.85,DB_PROBE
SESS-0BDFDF9A,2026-09-06T00:04:42.276223Z,10.0.5.42,RDP:3389,157,118.52,15,2,3.47,40,26.29,5,13,0,0.727,86.24,1049.9,0.58,S5,0.44,0.84,LATERAL_MOVEMENT
SESS-7261A405,2026-09-06T11:34:41.942110Z,143.111.181.151,HTTPS:443,100,42.94,0,0,0.0,148,0.34,0,0,0,0.695,5.47,123.1,0.3,S1,0.25,0.72,RECONNAISSANCE
SESS-D5F3E713,2026-09-05T16:10:41.844791Z,192.168.1.77,HTTPS:443,8,19.37,0,1,0.0,0,4.76,6,0,0,0.057,7.14,821.0,0.22,S0,0.17,0.05,NORMAL
SESS-4197CB48,2026-09-06T06:59:42.381927Z,10.0.4.24,DNS:53,188,575.41,0,1,0.2,0,17.58,95,65,0,0.55,1292.5,994.1,0.74,S7,0.99,0.95,EXFILTRATION
SESS-4535A064,2026-09-05T22:24:41.857903Z,192.168.1.214,DNS:53,13,2.36,1,1,0.15,0,0.3,3,0,0,0.13,7.4,803.0,0.45,S0,0.13,0.12,NORMAL
SESS-11757C71,2026-09-06T04:29:42.194860Z,10.0.1.78,API:8080,55,23.25,1,1,2.98,0,39.87,8,22,4,0.219,7.28,698.0,0.91,S4,0.56,0.87,PRIVILEGE_ESCALATION
SESS-CBDD3B90,2026-09-05T15:55:42.057995Z,84.123.127.192,SSH:22,54,52.08,29,1,12.0,0,2.45,0,0,0,0.309,6.98,548.6,0.53,S3,0.63,0.94,CREDENTIAL_ATTACK
SESS-BC645204,2026-09-05T15:02:42.015596Z,84.138.118.85,HTTPS:443,44,26.34,36,1,12.91,0,4.51,2,1,0,0.199,8.5,763.3,0.88,S3,0.56,0.91,CREDENTIAL_ATTACK
SESS-9187288A,2026-09-06T13:35:42.018836Z,130.165.123.102,HTTPS:443,57,41.24,35,2,32.18,0,0.92,0,0,0,0.168,6.54,592.8,0.32,S3,0.46,0.87,CREDENTIAL_ATTACK
SESS-EF821385,2026-09-06T05:18:42.050423Z,197.95.113.237,API:8080,59,20.05,41,1,20.04,0,6.98,0,1,0,0.277,11.11,355.6,0.73,S3,0.65,0.88,CREDENTIAL_ATTACK
SESS-DE45DB3D,2026-09-05T22:41:42.382033Z,10.0.2.26,HTTPS:443,182,216.86,0,1,0.2,0,23.55,86,64,0,0.194,3200.89,1170.9,0.57,S7,0.79,0.96,EXFILTRATION
SESS-5B5B0C26,2026-09-05T16:13:41.876509Z,192.168.1.43,API:8080,13,15.92,0,2,0.0,0,0.55,8,0,0,0.103,9.16,226.8,0.32,S0,0.5,0.05,NORMAL
SESS-EC8361FC,2026-09-05T15:43:41.802495Z,192.168.1.120,HTTPS:443,12,13.37,0,2,0.0,0,0.42,3,0,0,0.247,8.59,712.6,0.17,S0,0.47,0.1,NORMAL
SESS-4999CDF6,2026-09-06T09:48:42.374562Z,10.0.1.60,HTTPS:443,190,226.46,0,1,0.2,0,20.75,76,67,0,0.775,806.11,1245.7,0.86,S7,0.73,0.92,EXFILTRATION
SESS-E16C4978,2026-09-05T15:20:42.377119Z,10.0.4.35,DNS:53,173,359.33,0,1,0.2,0,20.98,101,57,0,0.521,1218.77,571.8,0.68,S7,0.73,0.89,EXFILTRATION
SESS-023CD7F5,2026-09-05T21:38:41.941761Z,140.135.104.237,API:8080,88,149.26,2,0,0.42,177,1.52,0,0,0,0.155,1.86,179.6,0.38,S1,0.41,0.7,RECONNAISSANCE
SESS-51D23305,2026-09-06T06:55:41.828351Z,192.168.1.108,HTTPS:443,15,8.21,0,1,0.0,0,2.03,6,0,0,0.144,3.23,476.7,0.19,S0,0.23,0.02,NORMAL
SESS-DA4354F9,2026-09-06T13:22:41.659490Z,192.168.1.240,DNS:53,12,12.49,0,1,0.0,0,5.19,2,0,0,0.07,1.0,869.6,0.56,S0,0.24,0.05,NORMAL
SESS-1BD4F0A8,2026-09-06T13:59:42.370775Z,10.0.5.62,SSH:22,174,96.8,0,1,0.2,0,25.96,92,62,0,0.474,2463.99,3528.3,0.5,S7,0.94,0.9,EXFILTRATION
SESS-A5CCD506,2026-09-06T02:21:41.960859Z,204.200.217.86,SSH:22,125,58.59,104,0,36.61,0,1.97,0,0,0,0.29,10.21,560.7,0.34,S2,0.63,0.85,BRUTE_FORCE
SESS-D31F9DE9,2026-09-05T15:26:42.160235Z,10.0.10.163,API:8080,88,77.88,0,1,0.0,0,12.37,234,8,0,0.279,184.82,458.8,0.29,S6,0.94,0.83,DB_PROBE
SESS-521353C2,2026-09-06T06:23:42.327190Z,10.0.1.213,SMB:445,96,126.17,0,1,0.5,0,15.62,262,57,0,0.57,274.94,504.9,0.95,S6,0.83,0.98,DATA_ACCESS
SESS-42195CB1,2026-09-05T18:28:42.343443Z,10.0.8.52,PostgreSQL:5432,105,87.78,0,1,0.5,0,14.48,275,50,0,0.378,256.92,1191.2,0.29,S6,0.73,0.95,DATA_ACCESS
SESS-7E5B63FB,2026-09-06T04:40:41.890530Z,192.168.1.148,API:8080,14,30.85,0,3,0.0,0,1.96,7,0,0,0.064,10.15,157.2,0.16,S0,0.23,0.02,NORMAL
SESS-5EE8FE5C,2026-09-05T18:29:41.908501Z,89.95.17.31,RDP:3389,107,123.61,0,0,0.0,152,0.7,0,0,0,0.083,1.7,271.9,0.24,S1,0.2,0.82,RECONNAISSANCE
SESS-B251531D,2026-09-06T03:04:42.367828Z,10.0.4.78,HTTPS:443,201,192.09,0,1,0.2,0,22.9,85,67,0,0.392,1068.74,1078.5,0.59,S7,0.99,0.9,EXFILTRATION
SESS-6909E6D7,2026-09-06T02:33:41.921800Z,188.134.118.127,HTTPS:443,97,85.76,3,0,0.68,180,3.53,0,0,0,0.318,1.64,234.4,0.37,S1,0.29,0.88,RECONNAISSANCE
SESS-FE8DEB43,2026-09-06T00:51:42.346723Z,10.0.4.217,MySQL:3306,93,64.42,0,1,0.5,0,9.83,259,62,0,0.01,242.5,2397.4,0.67,S6,0.96,0.94,DATA_ACCESS
SESS-055444AA,2026-09-06T05:21:41.973517Z,157.31.32.116,SSH:22,146,37.52,110,0,23.55,3,0.31,0,0,0,0.11,4.62,432.4,0.33,S2,0.54,0.95,BRUTE_FORCE
SESS-55995A37,2026-09-06T08:22:42.260091Z,10.0.1.51,SMB:445,156,58.48,15,4,2.04,44,13.78,0,10,0,0.965,94.44,1100.1,0.64,S5,0.83,0.88,LATERAL_MOVEMENT
SESS-AD91621A,2026-09-06T09:39:41.952688Z,108.31.34.103,SSH:22,153,152.54,106,0,66.16,0,0.5,0,0,0,0.272,9.5,355.7,0.24,S2,0.72,0.78,BRUTE_FORCE
SESS-95060ACA,2026-09-06T03:18:41.883916Z,192.168.1.76,DNS:53,7,3.29,0,2,0.0,0,2.03,4,0,0,0.089,10.18,272.7,0.18,S0,0.35,0.05,NORMAL
SESS-DA6B5FD8,2026-09-06T14:41:41.876540Z,192.168.1.239,API:8080,15,38.59,2,1,0.29,0,0.37,6,0,0,0.246,15.21,634.9,0.34,S0,0.4,0.14,NORMAL
SESS-B9B89404,2026-09-05T21:03:41.970891Z,181.195.40.56,RDP:3389,132,74.54,99,0,58.65,0,0.5,0,0,0,0.109,7.45,429.6,0.63,S2,0.56,0.94,BRUTE_FORCE
SESS-A2825698,2026-09-06T09:31:41.962834Z,195.161.128.25,SSH:22,143,10.43,112,0,57.16,0,1.5,0,0,0,0.359,7.16,423.8,0.47,S2,0.77,0.81,BRUTE_FORCE
SESS-239302B5,2026-09-05T20:07:42.122868Z,10.0.1.144,PostgreSQL:5432,87,16.62,0,1,0.0,0,21.66,252,5,0,0.22,72.46,385.9,0.4,S6,0.72,0.8,DB_PROBE
SESS-4F5D0F15,2026-09-05T23:08:42.137394Z,10.0.4.40,API:8080,69,33.11,2,1,1.0,0,17.02,223,7,0,0.426,11.28,559.6,0.43,S6,0.7,0.86,DB_PROBE
SESS-C22A18CB,2026-09-05T20:52:42.021506Z,175.213.162.176,HTTPS:443,73,77.48,43,1,6.52,0,0.66,5,0,0,0.085,19.74,605.8,0.78,S3,0.68,0.96,CREDENTIAL_ATTACK
SESS-B9DA6790,2026-09-05T22:07:42.052349Z,72.213.136.16,SSH:22,65,18.37,35,1,26.34,0,2.72,0,1,0,0.496,11.31,364.1,0.35,S3,0.59,0.95,CREDENTIAL_ATTACK
SESS-901A33CD,2026-09-06T10:53:42.154408Z,10.0.9.180,PostgreSQL:5432,89,23.85,1,1,0.5,0,19.9,229,5,0,0.53,41.14,215.5,0.74,S6,0.89,0.81,DB_PROBE
SESS-586759F7,2026-09-06T14:39:42.309715Z,10.0.1.18,SSH:22,138,80.14,15,1,5.61,46,8.78,5,13,1,0.955,80.52,538.0,0.68,S5,0.56,0.84,LATERAL_MOVEMENT
SESS-B992A7A2,2026-09-06T08:58:42.340635Z,10.0.7.90,MySQL:3306,112,119.95,0,1,0.5,0,14.14,289,45,0,0.351,87.32,2200.4,0.72,S6,0.76,0.92,DATA_ACCESS
SESS-53FF14C1,2026-09-05T16:13:42.080833Z,211.26.218.134,HTTPS:443,65,13.8,30,2,9.44,0,3.76,5,0,0,0.397,23.97,703.1,0.5,S3,0.74,0.93,CREDENTIAL_ATTACK
SESS-69A89302,2026-09-05T20:47:41.891864Z,192.168.1.169,API:8080,13,18.95,0,2,0.0,0,2.45,5,0,0,0.09,3.67,69.0,0.41,S0,0.16,0.06,NORMAL
SESS-E0805234,2026-09-05T21:03:41.756488Z,192.168.1.109,API:8080,9,14.01,0,2,0.0,0,0.86,5,0,0,0.142,1.4,96.9,0.24,S0,0.37,0.04,NORMAL
SESS-8790953F,2026-09-06T00:18:41.923632Z,139.167.48.112,API:8080,107,185.83,1,0,0.73,147,1.6,0,0,0,0.087,1.97,141.4,0.67,S1,0.26,0.81,RECONNAISSANCE
SESS-45FE57FB,2026-09-05T17:59:42.227341Z,10.0.1.26,RDP:3389,63,43.5,3,1,1.09,0,38.07,3,16,1,0.512,12.37,556.3,0.7,S4,0.61,0.9,PRIVILEGE_ESCALATION
SESS-20DB9075,2026-09-05T17:07:41.892954Z,192.168.1.120,API:8080,12,6.58,0,2,0.0,0,0.38,3,0,0,0.102,2.76,285.3,0.34,S0,0.34,0.02,NORMAL
SESS-3457F373,2026-09-06T08:17:41.942152Z,153.52.213.110,RDP:3389,109,131.95,0,0,0.0,161,0.08,0,0,0,0.341,6.7,259.4,0.48,S1,0.38,0.85,RECONNAISSANCE
SESS-0BF1216B,2026-09-06T02:21:41.733396Z,192.168.1.89,HTTPS:443,13,24.45,0,1,0.0,0,3.51,8,0,0,0.244,2.17,542.1,0.05,S0,0.36,0.14,NORMAL
SESS-A40688B6,2026-09-05T20:49:41.674285Z,192.168.1.162,DNS:53,13,12.8,0,1,0.0,0,0.89,6,0,0,0.098,3.36,520.5,0.26,S0,0.17,0.04,NORMAL
SESS-2A34D40A,2026-09-05T16:36:42.279469Z,10.0.1.35,RDP:3389,136,84.59,8,2,4.0,45,15.42,0,12,0,0.744,69.55,796.1,0.8,S5,0.72,0.82,LATERAL_MOVEMENT
SESS-C422DF9B,2026-09-05T14:54:42.152085Z,10.0.9.135,MySQL:3306,80,46.16,0,1,0.0,0,12.25,211,9,0,0.137,51.66,926.7,0.79,S6,0.71,0.92,DB_PROBE
SESS-193A92F9,2026-09-06T10:39:41.866074Z,192.168.1.106,HTTPS:443,17,4.71,0,2,0.0,0,1.16,5,0,0,0.171,9.59,691.7,0.19,S0,0.35,0.03,NORMAL
SESS-4F8B4329,2026-09-05T19:07:41.906897Z,45.141.182.241,API:8080,91,174.44,0,0,0.0,153,0.09,0,0,0,0.06,2.77,158.9,0.53,S1,0.17,0.82,RECONNAISSANCE
SESS-2ADCD44B,2026-09-06T05:12:42.234271Z,10.0.1.95,API:8080,56,44.78,1,1,0.69,0,15.75,0,18,3,0.578,34.79,881.2,0.63,S4,0.65,0.95,PRIVILEGE_ESCALATION
SESS-01C55528,2026-09-06T09:54:41.896861Z,192.168.1.187,API:8080,13,2.22,2,2,0.29,0,0.62,4,0,0,0.103,1.82,621.2,0.24,S0,0.11,0.13,NORMAL
SESS-DB58F5DC,2026-09-06T12:36:41.865147Z,192.168.1.186,DNS:53,15,10.48,0,1,0.0,0,2.19,4,0,0,0.029,22.33,362.2,0.4,S0,0.48,0.04,NORMAL
SESS-76B85AEE,2026-09-06T10:06:41.914278Z,136.51.14.70,RDP:3389,103,221.8,0,0,0.0,172,4.92,0,0,0,0.35,5.44,86.2,0.45,S1,0.21,0.83,RECONNAISSANCE
SESS-84E789B2,2026-09-06T06:07:41.677589Z,192.168.1.92,HTTPS:443,10,20.94,0,1,0.0,0,4.42,1,0,0,0.08,2.51,563.5,0.44,S0,0.48,0.13,NORMAL
SESS-F9A3949F,2026-09-05T17:20:42.292856Z,10.0.4.43,SSH:22,140,158.45,2,2,7.66,45,17.15,5,18,2,0.904,119.96,941.9,0.81,S5,0.58,0.96,LATERAL_MOVEMENT
SESS-B73933C0,2026-09-06T13:05:42.301478Z,10.0.4.80,RDP:3389,142,98.15,8,4,4.17,49,12.39,0,12,2,0.94,106.59,1256.1,0.87,S5,0.68,0.89,LATERAL_MOVEMENT
SESS-CD666CD3,2026-09-05T22:04:41.826462Z,192.168.1.93,API:8080,15,10.26,0,2,0.0,0,10.85,9,0,0,0.012,12.04,38.5,0.3,S0,0.16,0.08,NORMAL
SESS-BBBC4656,2026-09-06T01:19:41.789070Z,192.168.1.145,HTTPS:443,9,29.12,0,2,0.0,0,1.11,4,0,0,0.051,2.36,136.5,0.29,S0,0.15,0.12,NORMAL
SESS-E5B08E6F,2026-09-06T03:02:41.964655Z,204.125.55.180,HTTPS:443,140,66.15,113,0,66.28,0,0.24,0,0,0,0.065,1.4,470.9,0.37,S2,0.53,0.95,BRUTE_FORCE
SESS-951FE306,2026-09-05T22:15:42.115797Z,10.0.9.47,PostgreSQL:5432,80,22.82,0,1,0.0,0,15.81,209,15,0,0.068,29.38,699.4,0.64,S6,0.8,0.96,DB_PROBE
SESS-3921A0D3,2026-09-05T23:28:42.313033Z,10.0.5.51,SMB:445,125,69.22,4,2,7.26,50,21.19,5,8,2,0.893,79.93,1225.2,0.91,S5,0.54,0.92,LATERAL_MOVEMENT
SESS-9B3AFF5A,2026-09-06T05:54:41.852390Z,192.168.1.195,API:8080,13,14.43,0,2,0.0,0,0.36,11,0,0,0.23,9.66,501.8,0.3,S0,0.13,0.03,NORMAL
SESS-CB333112,2026-09-06T12:25:41.749068Z,192.168.1.98,HTTPS:443,13,20.88,0,1,0.0,0,0.07,3,0,0,0.305,11.44,882.9,0.4,S0,0.46,0.1,NORMAL
SESS-9692CBC3,2026-09-06T01:58:41.898726Z,92.109.126.122,SSH:22,106,36.65,1,0,0.6,160,2.1,0,0,0,0.137,5.46,159.8,0.42,S1,0.28,0.73,RECONNAISSANCE
SESS-595B217E,2026-09-05T17:15:42.336335Z,10.0.6.89,SMB:445,102,53.06,0,1,0.5,0,29.42,289,41,0,0.217,383.12,895.0,0.6,S6,0.71,0.91,DATA_ACCESS
SESS-D15F3E6A,2026-09-06T09:11:42.056286Z,67.128.53.79,API:8080,59,102.56,43,2,22.24,0,5.55,2,0,0,0.483,18.43,435.4,0.63,S3,0.72,0.79,CREDENTIAL_ATTACK
SESS-C9A8BA29,2026-09-06T06:09:42.371695Z,10.0.1.39,SSH:22,170,326.86,0,1,0.2,0,5.96,86,62,0,0.421,968.36,2800.2,0.79,S7,0.89,0.96,EXFILTRATION
SESS-A361D6A0,2026-09-06T11:06:42.362924Z,10.0.5.54,DNS:53,198,196.7,0,1,0.2,0,14.32,78,64,0,0.561,2304.14,1963.2,0.93,S7,0.8,0.9,EXFILTRATION
SESS-88F6EFC6,2026-09-06T01:52:41.873810Z,192.168.1.177,DNS:53,12,20.86,0,1,0.0,0,0.25,9,0,0,0.164,0.5,770.2,0.22,S0,0.1,0.14,NORMAL
SESS-6B5A84E2,2026-09-06T04:43:41.681236Z,192.168.1.101,DNS:53,13,12.36,0,1,0.0,0,2.31,7,0,0,0.158,4.52,752.1,0.41,S0,0.15,0.02,NORMAL
SESS-C750AF90,2026-09-06T00:46:41.963617Z,208.235.175.34,RDP:3389,135,75.1,104,0,70.66,0,3.55,0,0,0,0.141,11.94,405.8,0.87,S2,0.62,0.87,BRUTE_FORCE
SESS-BDD8347F,2026-09-05T21:41:41.912422Z,82.127.238.82,SSH:22,107,193.36,0,0,0.0,163,0.2,0,0,0,0.083,6.32,102.1,0.34,S1,0.27,0.83,RECONNAISSANCE
SESS-DD4F9E03,2026-09-06T04:08:41.917888Z,163.134.144.254,API:8080,82,238.54,1,0,0.37,139,0.94,0,0,0,0.214,6.33,97.1,0.43,S1,0.49,0.82,RECONNAISSANCE
SESS-74C8DC9F,2026-09-05T23:36:42.270759Z,10.0.1.65,RDP:3389,151,85.16,4,1,2.32,45,18.37,0,10,0,0.764,236.31,1150.6,0.8,S5,0.79,0.86,LATERAL_MOVEMENT
SESS-EC50703E,2026-09-06T08:14:41.654601Z,192.168.1.147,DNS:53,16,13.49,0,1,0.0,0,0.24,8,0,0,0.352,11.74,541.7,0.34,S0,0.11,0.08,NORMAL
SESS-516FDEFE,2026-09-06T09:05:42.024498Z,177.1.169.38,HTTPS:443,67,90.63,40,2,10.87,0,0.27,2,1,0,0.071,3.91,524.4,0.53,S3,0.83,0.83,CREDENTIAL_ATTACK
SESS-BAA4257D,2026-09-06T09:25:41.964854Z,170.38.164.55,RDP:3389,124,51.24,113,0,22.12,0,0.04,0,0,0,0.215,2.66,306.1,0.85,S2,0.7,0.94,BRUTE_FORCE
SESS-AFA5AC5A,2026-09-05T17:10:41.884282Z,192.168.1.47,HTTPS:443,17,2.18,0,1,0.0,0,0.1,4,0,0,0.212,3.29,851.2,0.42,S0,0.18,0.1,NORMAL
SESS-42A449B8,2026-09-06T12:50:41.922531Z,63.150.244.155,API:8080,108,60.96,0,0,0.0,130,0.55,0,0,0,0.454,0.93,202.6,0.72,S1,0.33,0.9,RECONNAISSANCE
SESS-BEB62B0F,2026-09-06T03:03:41.903590Z,184.187.61.45,HTTPS:443,94,191.69,0,0,0.0,150,0.43,0,0,0,0.062,7.45,218.6,0.35,S1,0.27,0.92,RECONNAISSANCE
SESS-CB4D2293,2026-09-06T14:19:41.830064Z,192.168.1.102,DNS:53,12,18.38,0,1,0.0,0,1.79,2,0,0,0.079,10.86,618.3,0.38,S0,0.23,0.14,NORMAL
SESS-5DA58E0D,2026-09-06T09:59:41.942932Z,51.164.32.223,RDP:3389,105,97.03,0,0,0.0,155,2.2,0,0,0,0.496,0.71,259.6,0.72,S1,0.3,0.79,RECONNAISSANCE
SESS-C888E2B4,2026-09-05T14:45:41.903985Z,196.110.161.82,API:8080,111,142.62,0,0,0.0,139,0.66,0,0,0,0.334,3.01,113.6,0.1,S1,0.13,0.76,RECONNAISSANCE
SESS-8C156CA4,2026-09-06T11:24:41.908322Z,161.166.44.214,HTTPS:443,111,122.84,0,0,0.0,140,0.56,0,0,0,0.23,5.17,173.6,0.18,S1,0.49,0.92,RECONNAISSANCE
SESS-1BBB3B6F,2026-09-06T12:04:42.017123Z,73.36.131.207,API:8080,63,40.33,40,1,13.78,0,3.66,0,0,0,0.579,16.75,187.2,0.38,S3,0.84,0.9,CREDENTIAL_ATTACK
SESS-93AC7324,2026-09-06T09:13:42.261260Z,10.0.4.47,SMB:445,138,36.34,4,1,5.22,39,20.0,0,7,0,0.804,82.4,1079.4,0.94,S5,0.6,0.92,LATERAL_MOVEMENT
SESS-1BD2BE40,2026-09-06T06:23:41.681292Z,192.168.1.145,DNS:53,13,15.75,0,1,0.0,0,0.4,6,0,0,0.128,0.38,227.3,0.32,S0,0.21,0.09,NORMAL
SESS-B258FF27,2026-09-06T00:39:42.103757Z,10.0.9.173,PostgreSQL:5432,100,79.96,1,1,0.5,0,5.95,213,12,0,0.31,4.07,1155.5,0.6,S6,0.96,0.81,DB_PROBE
SESS-208FCE3F,2026-09-06T07:42:41.940632Z,183.23.233.235,SSH:22,96,111.33,0,0,0.0,128,1.63,0,0,0,0.277,3.22,249.6,0.18,S1,0.47,0.88,RECONNAISSANCE
SESS-EBF59342,2026-09-05T15:03:41.953649Z,98.190.209.102,RDP:3389,125,75.98,118,0,20.36,0,2.36,0,0,0,0.295,10.92,381.4,0.17,S2,0.47,0.97,BRUTE_FORCE
SESS-2E7AAA06,2026-09-06T05:55:41.963322Z,171.251.66.196,RDP:3389,121,13.94,109,0,30.62,0,0.63,0,0,0,0.363,10.4,168.9,0.52,S2,0.8,0.83,BRUTE_FORCE
SESS-D341FF24,2026-09-06T07:36:42.370550Z,10.0.4.27,SSH:22,185,251.52,0,1,0.2,0,27.01,97,64,0,0.02,2201.75,817.6,0.81,S7,0.76,0.96,EXFILTRATION
SESS-8FD10A7A,2026-09-06T04:37:42.118814Z,10.0.1.17,API:8080,91,16.15,1,1,0.5,0,12.34,230,11,0,0.213,44.17,832.4,0.87,S6,0.73,0.95,DB_PROBE
SESS-40C68907,2026-09-06T13:11:42.003372Z,68.190.236.91,RDP:3389,146,56.25,102,0,54.64,3,0.2,0,0,0,0.121,2.36,237.5,0.35,S2,0.75,0.81,BRUTE_FORCE
SESS-39FD2644,2026-09-05T21:33:42.330425Z,10.0.2.156,API:8080,124,72.98,0,1,0.5,0,13.95,281,53,0,0.213,240.5,1655.8,0.92,S6,0.79,0.97,DATA_ACCESS
SESS-DA1807A4,2026-09-06T07:02:41.761093Z,192.168.1.98,API:8080,16,9.67,0,1,0.0,0,1.6,4,0,0,0.09,3.84,679.1,0.18,S0,0.15,0.1,NORMAL
